Code,NarrowSynonym,Cod
http://purl.obolibrary.org/obo/FOODON_03411322,lowland rice,03411322
http://purl.obolibrary.org/obo/FOODON_03411322,upland rice,03411322
http://purl.obolibrary.org/obo/FOODON_03411328,"Capra hircus Linnaeus, 1758",03411328
http://purl.obolibrary.org/obo/FOODON_03411329,Vitis,03411329
http://purl.obolibrary.org/obo/FOODON_03411333,Psidium guajava L.,03411333
http://purl.obolibrary.org/obo/FOODON_03411338,Pisum sativum L.,03411338
http://purl.obolibrary.org/obo/FOODON_03411344,Pyrus communis L.,03411344
http://purl.obolibrary.org/obo/FOODON_03411344,pyrus communis,03411344
http://purl.obolibrary.org/obo/FOODON_03411348,"Alosa Linck, 1790",03411348
http://purl.obolibrary.org/obo/FOODON_03411352,Manihot esculenta Crantz,03411352
http://purl.obolibrary.org/obo/FOODON_03411353,Capsicum annuum L. var. annuum,03411353
http://purl.obolibrary.org/obo/FOODON_03413722,Capsicum annuum L. var. annuum,03413722
http://purl.obolibrary.org/obo/FOODON_03411354,"Ammodytes Linnaeus, 1758",03411354
http://purl.obolibrary.org/obo/FOODON_03411355,Vanilla,03411355
http://purl.obolibrary.org/obo/FOODON_03411355,Vanilla Mill.,03411355
http://purl.obolibrary.org/obo/FOODON_03411355,Vanilla planifolia Andr.,03411355
http://purl.obolibrary.org/obo/FOODON_03411355,Vanilla spp.,03411355
http://purl.obolibrary.org/obo/FOODON_03411358,X Triticosecale,03411358
http://purl.obolibrary.org/obo/FOODON_03411358,X Triticosecale Wittm.,03411358
http://purl.obolibrary.org/obo/FOODON_03411358,X Triticosecale rimpaui Wittm.,03411358
http://purl.obolibrary.org/obo/FOODON_03411358,X Triticosecale sp.,03411358
http://purl.obolibrary.org/obo/FOODON_03411358,×Triticosecale rimpaui Wittm.,03411358
http://purl.obolibrary.org/obo/FOODON_03411367,Vicia faba L.,03411367
http://purl.obolibrary.org/obo/FOODON_03411663,Vicia faba L.,03411663
http://purl.obolibrary.org/obo/FOODON_03411367,Vicia faba L. (varieties for human consumption),03411367
http://purl.obolibrary.org/obo/FOODON_03411369,Brassica oleracea L. var. gongylodes L.,03411369
http://purl.obolibrary.org/obo/FOODON_03411369,Brassica oleracea var. gongylodes L.,03411369
http://purl.obolibrary.org/obo/FOODON_03411375,Zizania,03411375
http://purl.obolibrary.org/obo/FOODON_03411375,Zizania L.,03411375
http://purl.obolibrary.org/obo/FOODON_03411375,Zizania aquatica L.,03411375
http://purl.obolibrary.org/obo/FOODON_03411377,Angelica,03411377
http://purl.obolibrary.org/obo/FOODON_03411377,Angelica L.,03411377
http://purl.obolibrary.org/obo/FOODON_03411377,Angelica archangelica L.,03411377
http://purl.obolibrary.org/obo/FOODON_03411377,Angelica spp.,03411377
http://purl.obolibrary.org/obo/FOODON_03411378,Saccharum officinarum L.,03411378
http://purl.obolibrary.org/obo/FOODON_03411379,Zea mays L. ssp. mays,03411379
http://purl.obolibrary.org/obo/FOODON_03411379,Zea mays L. subsp. mays,03411379
http://purl.obolibrary.org/obo/FOODON_03411379,Zea mays ssp. mays L.,03411379
http://purl.obolibrary.org/obo/FOODON_03414507,Zea mays ssp. mays L.,03414507
http://purl.obolibrary.org/obo/FOODON_03411381,Coriandrum sativum L.,03411381
http://purl.obolibrary.org/obo/FOODON_03411385,Brassica oleracea L. var. viridis L.,03411385
http://purl.obolibrary.org/obo/FOODON_03411388,Rubus Hybr.,03411388
http://purl.obolibrary.org/obo/FOODON_03412609,Rubus Hybr.,03412609
http://purl.obolibrary.org/obo/FOODON_03411390,Lactuca sativa L.,03411390
http://purl.obolibrary.org/obo/FOODON_03411396,"Ethmidium Thompson, 1916",03411396
http://purl.obolibrary.org/obo/FOODON_03411397,Phaseolus lunatus L. var. lunatus,03411397
http://purl.obolibrary.org/obo/FOODON_03411401,Rubus loganobaccus L.H. Bailey,03411401
http://purl.obolibrary.org/obo/FOODON_03411401,Rubus loganobaccus L.H.Bailey,03411401
http://purl.obolibrary.org/obo/FOODON_03411404,Cucumis sativus L. ssp. sativus,03411404
http://purl.obolibrary.org/obo/FOODON_03411406,Brassica oleracea var. oleracea L.,03411406
http://purl.obolibrary.org/obo/FOODON_03411407,Rubus fruticosus L.,03411407
http://purl.obolibrary.org/obo/FOODON_03411407,Rubus fruticosus aggregate,03411407
http://purl.obolibrary.org/obo/FOODON_03411414,"Clupea Linnaeus, 1758",03411414
http://purl.obolibrary.org/obo/FOODON_03411415,Asparagus officinalis L.,03411415
http://purl.obolibrary.org/obo/FOODON_03411425,Curcuma longa L.,03411425
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale F.H. Wigg.,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale F.H. Wigg. ssp. officinale,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale G.H. Weber ex Wiggers,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,"Taraxacum officinale Weber ex F.H.Wigg., s.l.",03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale aggregate,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale ssp. officinale G.H. Weber ex Wiggers,03411428
http://purl.obolibrary.org/obo/FOODON_03411428,Taraxacum officinale ssp. vulgare (Lam.) Schinz & R. Keller,03411428
http://purl.obolibrary.org/obo/FOODON_03411429,Citrus reticulata Blanco,03411429
http://purl.obolibrary.org/obo/FOODON_03411436,Persica vulgaris var. nectarina (Aiton) Holub,03411436
http://purl.obolibrary.org/obo/FOODON_03411436,Prunus persica (L.) Batsch var. nucipersica (Suckow) C.K. Schneid.,03411436
http://purl.obolibrary.org/obo/FOODON_03411436,Prunus persica (L.) Batsch var. nucipersica (Suckow) C.K.Schneid.,03411436
http://purl.obolibrary.org/obo/FOODON_03411443,Brassica oleracea L. var. italica Plenck,03411443
http://purl.obolibrary.org/obo/FOODON_03411444,Anthriscus cerefolium (L.) Hoffm.,03411444
http://purl.obolibrary.org/obo/FOODON_03411455,garden snail,03411455
http://purl.obolibrary.org/obo/FOODON_03411455,"snail, garden",03411455
http://purl.obolibrary.org/obo/FOODON_03411457,"Gallus gallus (Linnaeus, 1758)",03411457
http://purl.obolibrary.org/obo/FOODON_03411458,Solanum melongena L.,03411458
http://purl.obolibrary.org/obo/FOODON_03411460,"Phasianus Linnaeus, 1758",03411460
http://purl.obolibrary.org/obo/FOODON_03411464,Illicium verum J.D. Hook,03411464
http://purl.obolibrary.org/obo/FOODON_03411466,Cynara cardunculus L.,03411466
http://purl.obolibrary.org/obo/FOODON_03411466,Cynara scolymus L.,03411466
http://purl.obolibrary.org/obo/FOODON_03411469,Artemisia dracunculus L.,03411469
http://purl.obolibrary.org/obo/FOODON_03411470,Persea americana Mill.,03411470
http://purl.obolibrary.org/obo/FOODON_03411470,Persea americana P. Mill.,03411470
http://purl.obolibrary.org/obo/FOODON_03411472,Cinnamomum,03411472
http://purl.obolibrary.org/obo/FOODON_03411472,Cinnamomum Schaeff.,03411472
http://purl.obolibrary.org/obo/FOODON_03411472,Cinnamomum spp.,03411472
http://purl.obolibrary.org/obo/FOODON_03411472,Cinnamomum verum J. Presl,03411472
http://purl.obolibrary.org/obo/FOODON_03411472,Cinnamomum verum J.Presl,03411472
http://purl.obolibrary.org/obo/FOODON_03411473,Citrus X tangelo J. Ingram & H. Moore,03411473
http://purl.obolibrary.org/obo/FOODON_03411473,Citrus x tangelo J. W. Ingram & H. E. Moore,03411473
http://purl.obolibrary.org/obo/FOODON_03411473,Citrus x tangelo J.W.Ingram & H.E.Moore,03411473
http://purl.obolibrary.org/obo/FOODON_03411473,Citrus ×tangelo J.W. Ingram & H.E. Moore,03411473
http://purl.obolibrary.org/obo/FOODON_03411478,baby onion,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,gibbon,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,green onion,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,precious onions,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,spring onion,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,syboe,03411478
http://purl.obolibrary.org/obo/FOODON_03411478,yard onion,03411478
http://purl.obolibrary.org/obo/FOODON_03411479,Salmo trutta,03411479
http://purl.obolibrary.org/obo/FOODON_03411479,Salmo trutta Berg 1908,03411479
http://purl.obolibrary.org/obo/FOODON_03411479,"Salmo trutta Linnaeus, 1758",03411479
http://purl.obolibrary.org/obo/FOODON_03411483,Pastinaca sativa L.,03411483
http://purl.obolibrary.org/obo/FOODON_03411488,Malus coronaria (L.) Mill.,03411488
http://purl.obolibrary.org/obo/FOODON_03411488,Malus coronaria (L.) P. Mill.,03411488
http://purl.obolibrary.org/obo/FOODON_03411489,Argopecten irradians,03411489
http://purl.obolibrary.org/obo/FOODON_03411489,Pecten laquaetus,03411489
http://purl.obolibrary.org/obo/FOODON_03411489,pecten aequiscleatus,03411489
http://purl.obolibrary.org/obo/FOODON_03411491,Vaccinium L.,03411491
http://purl.obolibrary.org/obo/FOODON_03411492,Nasturtium officinale R.Br.,03411492
http://purl.obolibrary.org/obo/FOODON_03411492,Nasturtium officinale W. T. Aiton,03411492
http://purl.obolibrary.org/obo/FOODON_03411492,Nasturtium officinale W.T. Aiton,03411492
http://purl.obolibrary.org/obo/FOODON_03411492,Rorippa nasturtium-aquaticum (L.) Hayek,03411492
http://purl.obolibrary.org/obo/FOODON_03411494,Rubus L.,03411494
http://purl.obolibrary.org/obo/FOODON_03414206,Rubus L.,03414206
http://purl.obolibrary.org/obo/FOODON_03411495,Rosmarinus officinalis L.,03411495
http://purl.obolibrary.org/obo/FOODON_03411498,Lithodes ferox Filhol 1885,03411498
http://purl.obolibrary.org/obo/FOODON_03411499,Xanthosoma sagittifolium (L.) Schott,03411499
http://purl.obolibrary.org/obo/FOODON_03411507,Citrus X paradisi Macfad. (pro sp.),03411507
http://purl.obolibrary.org/obo/FOODON_03411507,Citrus paradisi Macfad.,03411507
http://purl.obolibrary.org/obo/FOODON_03411507,Citrus x paradisi Macfad.,03411507
http://purl.obolibrary.org/obo/FOODON_03411507,Citrus ×paradisi Macfad. (pro sp.),03411507
http://purl.obolibrary.org/obo/FOODON_03411510,"Lutjanus Bloch, 1790",03411510
http://purl.obolibrary.org/obo/FOODON_03411510,"Lutjanus lutjanus Bloch, 1790",03411510
http://purl.obolibrary.org/obo/FOODON_03411530,Fortunella Swingle,03411530
http://purl.obolibrary.org/obo/FOODON_03411533,Corylus L.,03411533
http://purl.obolibrary.org/obo/FOODON_03411538,Allium cepa L.,03411538
http://purl.obolibrary.org/obo/FOODON_03411538,Allium cepa L. var. aggregatum G. Don,03411538
http://purl.obolibrary.org/obo/FOODON_03411538,Allium cepa L. var. aggregatum G.Don,03411538
http://purl.obolibrary.org/obo/FOODON_03411549,Carum carvi L.,03411549
http://purl.obolibrary.org/obo/FOODON_03411551,Tragopogon porrifolius L.,03411551
http://purl.obolibrary.org/obo/FOODON_03411552,Cichorium intybus L.,03411552
http://purl.obolibrary.org/obo/FOODON_03411555,Phaseolus vulgaris L. ssp. vulgaris,03411555
http://purl.obolibrary.org/obo/FOODON_03411556,Cinnamomum burmanii Bl.,03411556
http://purl.obolibrary.org/obo/FOODON_03412944,Cinnamomum burmanii Bl.,03412944
http://purl.obolibrary.org/obo/FOODON_03411556,Cinnamomum burmannii (Nees & T. Nees) Blume,03411556
http://purl.obolibrary.org/obo/FOODON_03411556,Cinnamomum burmannii (Nees & T.Nees) Blume,03411556
http://purl.obolibrary.org/obo/FOODON_03411556,Cinnamomum burmannii (Nees & Th. Nees) Nees ex Blume,03411556
http://purl.obolibrary.org/obo/FOODON_03411563,fjerkrae,03411563
http://purl.obolibrary.org/obo/FOODON_03411563,gamebird,03411563
http://purl.obolibrary.org/obo/FOODON_03411569,"Cantharellus cibarius Fr., 1821",03411569
http://purl.obolibrary.org/obo/FOODON_03411575,"Clupea pallasi Valenciennes, 1847",03411575
http://purl.obolibrary.org/obo/FOODON_03411575,Clupea pallasii,03411575
http://purl.obolibrary.org/obo/FOODON_03411575,Clupea pallasii Valenciennes 1847,03411575
http://purl.obolibrary.org/obo/FOODON_03411575,"Clupea pallasii Valenciennes in Cuvier and Valenciennes, 1847",03411575
http://purl.obolibrary.org/obo/FOODON_03411584,Castanea sativa Mill.,03411584
http://purl.obolibrary.org/obo/FOODON_03411590,Cinnamomum loureiroi Nees,03411590
http://purl.obolibrary.org/obo/FOODON_03411608,"Solanum lycopersicum L. var. cerasiforme (Dunal) Spooner, G.J. Anderson & R.K. Jansen",03411608
http://purl.obolibrary.org/obo/FOODON_03411608,Solanum lycopersicum var. cerasiforme (Alef.) Fosberg,03411608
http://purl.obolibrary.org/obo/FOODON_03411608,"Solanum lycopersicum var. cerasiforme (Dunal) Spooner, J. Anderson & R.K. Jansen",03411608
http://purl.obolibrary.org/obo/FOODON_03411611,Brassica oleracea L. var. gemmifera DC.,03411611
http://purl.obolibrary.org/obo/FOODON_03411611,Brassica oleracea L. var. gemmifera Zenker,03411611
http://purl.obolibrary.org/obo/FOODON_03411611,Brassica oleracea var. gemmifera (DC.) Zenker,03411611
http://purl.obolibrary.org/obo/FOODON_03411611,Brassica oleracea var. gemmifera DC.,03411611
http://purl.obolibrary.org/obo/FOODON_03411635,"Lentinula edodes (Berk.) Pegler, 1976",03411635
http://purl.obolibrary.org/obo/FOODON_03411636,Colocasia esculenta (L.) Schott.,03411636
http://purl.obolibrary.org/obo/FOODON_03411637,"Volvariella volvacea (Bull.) Singer, 1951",03411637
http://purl.obolibrary.org/obo/FOODON_03411640,"Merlangius Geoffroy, 1767",03411640
http://purl.obolibrary.org/obo/FOODON_03411641,Rumex acetosa L.,03411641
http://purl.obolibrary.org/obo/FOODON_03411642,Portulaca oleracea L. ssp. sativa (Haw.) Celak.,03411642
http://purl.obolibrary.org/obo/FOODON_03411645,"Pleurotus cystidiosus O.K. Mill., 1969",03411645
http://purl.obolibrary.org/obo/FOODON_03411662,Prunus domestica subsp. insititia (L.) C. K. Schneid.,03411662
http://purl.obolibrary.org/obo/FOODON_03411663,Vicia faba L. (varieties for fodder),03411663
http://purl.obolibrary.org/obo/FOODON_03411663,Vicia faba var. equina Pers.,03411663
http://purl.obolibrary.org/obo/FOODON_03411665,Elettaria cardamomum (L.) Maton,03411665
http://purl.obolibrary.org/obo/FOODON_03411675,Prunus domestica L. subsp. italica (Borkh.) Gams,03411675
http://purl.obolibrary.org/obo/FOODON_03411675,Prunus domestica subsp. italica (Borkh.) Gams ex Hegi,03411675
http://purl.obolibrary.org/obo/FOODON_03411676,Prunus cerasifera Ehrh.,03411676
http://purl.obolibrary.org/obo/FOODON_03411696,Trigonella foenum-graecum L.,03411696
http://purl.obolibrary.org/obo/FOODON_03411699,Virola surinamensis (Rol. ex Rottb.) Warb.,03411699
http://purl.obolibrary.org/obo/FOODON_03411701,Lupinus albus L.,03411701
http://purl.obolibrary.org/obo/FOODON_03411708,Crataegus,03411708
http://purl.obolibrary.org/obo/FOODON_03411708,Crataegus L.,03411708
http://purl.obolibrary.org/obo/FOODON_03411708,Crataegus sp.,03411708
http://purl.obolibrary.org/obo/FOODON_03411715,Quercus L.,03411715
http://purl.obolibrary.org/obo/FOODON_03411715,Quercus sp.,03411715
http://purl.obolibrary.org/obo/FOODON_03411720,Lagenaria siceraria (Molina) Standl.,03411720
http://purl.obolibrary.org/obo/FOODON_03411724,Vigna unguiculata (L.) Walp. ssp. sesquipedalis (L.) Verdc.,03411724
http://purl.obolibrary.org/obo/FOODON_03411724,Vigna unguiculata (L.) Walp. subsp. sesquipedalis (L.) Verdc.,03411724
http://purl.obolibrary.org/obo/FOODON_03411724,Vigna unguiculata subsp. sesquipedalis (L.) Verdc.,03411724
http://purl.obolibrary.org/obo/FOODON_03411725,Lablab purpureus (L.) Sweet,03411725
http://purl.obolibrary.org/obo/FOODON_03411733,Symplocarpus foetidus (L.) Salisb. ex Nutt.,03411733
http://purl.obolibrary.org/obo/FOODON_03411741,Auricularia,03411741
http://purl.obolibrary.org/obo/FOODON_03411743,Rhodophyta,03411743
http://purl.obolibrary.org/obo/FOODON_03411747,Undaria pinnatifida (Harvey) Suringar 1873,03411747
http://purl.obolibrary.org/obo/FOODON_03411751,Citrus clementina hort. ex Tanaka,03411751
http://purl.obolibrary.org/obo/FOODON_03411752,Perideridia oregana (S. Watson) Mathias,03411752
http://purl.obolibrary.org/obo/FOODON_03411755,jack family,03411755
http://purl.obolibrary.org/obo/FOODON_03411755,scad family,03411755
http://purl.obolibrary.org/obo/FOODON_03411785,Mugil gaimardianus,03411785
http://purl.obolibrary.org/obo/FOODON_03411785,"Mugil gaimardianus Desmarest in Bory de Saint-Vincent, 1831",03411785
http://purl.obolibrary.org/obo/FOODON_03411789,Cottidae,03411789
http://purl.obolibrary.org/obo/FOODON_03411797,Paralonchurus peruanus,03411797
http://purl.obolibrary.org/obo/FOODON_03411797,"Paralonchurus peruanus (Steindachner, 1875)",03411797
http://purl.obolibrary.org/obo/FOODON_03411813,"Haemulon Cuvier, 1829",03411813
http://purl.obolibrary.org/obo/FOODON_03411843,Theragra chalcogramma,03411843
http://purl.obolibrary.org/obo/FOODON_03411843,Theragra chalcogramma (Pallas 1814),03411843
http://purl.obolibrary.org/obo/FOODON_03411843,"Theragra chalcogramma (Pallas, 1811)",03411843
http://purl.obolibrary.org/obo/FOODON_03411843,"Theragra chalcogramma (Pallas, 1814)",03411843
http://purl.obolibrary.org/obo/FOODON_03411845,Macrozoarces americanus (Bloch & Schneider 1801),03411845
http://purl.obolibrary.org/obo/FOODON_03411845,"Macrozoarces americanus (Schneider, 1801)",03411845
http://purl.obolibrary.org/obo/FOODON_03411878,"Solea solea (Linnaeus, 1758)",03411878
http://purl.obolibrary.org/obo/FOODON_03411878,Solea vulgaris,03411878
http://purl.obolibrary.org/obo/FOODON_03411878,"Solea vulgaris Quensel, 1806",03411878
http://purl.obolibrary.org/obo/FOODON_03411897,Acipenseridae,03411897
http://purl.obolibrary.org/obo/FOODON_03411898,Citrus aurantium ssp. bergamia (Risso & Poit.) Wight & Arn. ex Engler,03411898
http://purl.obolibrary.org/obo/FOODON_03411898,Citrus bergamia Risso & Poit.,03411898
http://purl.obolibrary.org/obo/FOODON_03411898,Citrus ×aurantium L. ssp. bergamia (Risso & Poit.) Wight & Arn. ex Engl.,03411898
http://purl.obolibrary.org/obo/FOODON_03411905,"Osmerus mordax mordax (Mitchill, 1814)",03411905
http://purl.obolibrary.org/obo/FOODON_03413499,"Osmerus mordax mordax (Mitchill, 1814)",03413499
http://purl.obolibrary.org/obo/FOODON_03411908,"Notropis Rafinesque, 1818",03411908
http://purl.obolibrary.org/obo/FOODON_03411919,Vigna unguiculata (L.) Walp. ssp. cylindrica (L.) Verdc.,03411919
http://purl.obolibrary.org/obo/FOODON_03411919,Vigna unguiculata ssp. cylindrica (L.) Verdc.,03411919
http://purl.obolibrary.org/obo/FOODON_03411919,Vigna unguiculata subsp. cylindrica (L.) Verdc.,03411919
http://purl.obolibrary.org/obo/FOODON_03411919,Vigna unguiculata unguiculata Biflora Group,03411919
http://purl.obolibrary.org/obo/FOODON_03411946,Pecten novaezelandiae,03411946
http://purl.obolibrary.org/obo/FOODON_03411946,Pecten novaezelandiae Reeve 1852,03411946
http://purl.obolibrary.org/obo/FOODON_03411946,"Pecten novaezelandiae Reeve, 1852",03411946
http://purl.obolibrary.org/obo/FOODON_03411952,Crassostrea glomerata,03411952
http://purl.obolibrary.org/obo/FOODON_03411952,"Saccostrea glomerata (Gould, 1850)",03411952
http://purl.obolibrary.org/obo/FOODON_03411955,Concholepas concholepas,03411955
http://purl.obolibrary.org/obo/FOODON_03411955,Concholepas concholepas (Bruguiere 1789),03411955
http://purl.obolibrary.org/obo/FOODON_03411963,Perna canaliculus,03411963
http://purl.obolibrary.org/obo/FOODON_03411963,Perna canaliculus (Gmelin 1791),03411963
http://purl.obolibrary.org/obo/FOODON_03411964,Acanthocardia aculeata,03411964
http://purl.obolibrary.org/obo/FOODON_03411964,"Acanthocardia aculeata (Linnaeus, 1758)",03411964
http://purl.obolibrary.org/obo/FOODON_03412001,Vitis labrusca L.,03412001
http://purl.obolibrary.org/obo/FOODON_03412122,Vitis labrusca L.,03412122
http://purl.obolibrary.org/obo/FOODON_03412004,Percidae,03412004
http://purl.obolibrary.org/obo/FOODON_03412014,Mespilus germanica L.,03412014
http://purl.obolibrary.org/obo/FOODON_03412016,Cyphomandra betacea (Cav.) Sendtn.,03412016
http://purl.obolibrary.org/obo/FOODON_03412016,Cyphomandra betacea (Cav.) Sendtner,03412016
http://purl.obolibrary.org/obo/FOODON_03412016,Solanum betaceum Cav.,03412016
http://purl.obolibrary.org/obo/FOODON_03412017,Osmunda cinnamomea L.,03412017
http://purl.obolibrary.org/obo/FOODON_03412017,Osmundastrum cinnamomea (L.) C. Presl,03412017
http://purl.obolibrary.org/obo/FOODON_03412021,Morchella conica Pers 1801,03412021
http://purl.obolibrary.org/obo/FOODON_03412022,"Coprinopsis atramentaria (Bull.) Redhead, Vilgalys & Moncalvo 2001",03412022
http://purl.obolibrary.org/obo/FOODON_03412023,"Agaricus campestris L., 1753",03412023
http://purl.obolibrary.org/obo/FOODON_03412024,Verpa bohemica (Krombh.) J.Schröt. (1893),03412024
http://purl.obolibrary.org/obo/FOODON_03412025,"Gyromitra montana Harmaja, 1973",03412025
http://purl.obolibrary.org/obo/FOODON_03412033,"Boletus edulis Bull., 1782",03412033
http://purl.obolibrary.org/obo/FOODON_03412039,"Spirulina Turpin Ex Gomont, 1893",03412039
http://purl.obolibrary.org/obo/FOODON_03412041,Citrullus lanatus (Thunb.) Matsum. & Nakai var. citroides (L.H. Bailey) Mansf.,03412041
http://purl.obolibrary.org/obo/FOODON_03412041,Citrullus lanatus var. citroides (Bailey) Mansf.,03412041
http://purl.obolibrary.org/obo/FOODON_03412041,Citrullus lanatus var. citroides (L. H. Bailey) Mansf.,03412041
http://purl.obolibrary.org/obo/FOODON_03412042,Cucumis melo var. chito (C. Morren) Naudin,03412042
http://purl.obolibrary.org/obo/FOODON_03412044,Prunus virginiana L.,03412044
http://purl.obolibrary.org/obo/FOODON_03412045,Matricaria chamomilla L.,03412045
http://purl.obolibrary.org/obo/FOODON_03412045,Matricaria recutita L.,03412045
http://purl.obolibrary.org/obo/FOODON_03412048,Glycyrrhiza glabra L.,03412048
http://purl.obolibrary.org/obo/FOODON_03412051,Tilia,03412051
http://purl.obolibrary.org/obo/FOODON_03412051,Tilia L.,03412051
http://purl.obolibrary.org/obo/FOODON_03412051,Tilia spp.,03412051
http://purl.obolibrary.org/obo/FOODON_03412056,Senna,03412056
http://purl.obolibrary.org/obo/FOODON_03412056,Senna Mill.,03412056
http://purl.obolibrary.org/obo/FOODON_03412056,Senna spp.,03412056
http://purl.obolibrary.org/obo/FOODON_03412058,Chenopodium ambrosioides L.,03412058
http://purl.obolibrary.org/obo/FOODON_03412058,Dysphania ambrosioides (L.) Mosyakin & Clemants,03412058
http://purl.obolibrary.org/obo/FOODON_03412059,Ilex paraguariensis St.-Hil.,03412059
http://purl.obolibrary.org/obo/FOODON_03412065,Smilax aristolochiifolia,03412065
http://purl.obolibrary.org/obo/FOODON_03412070,Lathyrus sativus L.,03412070
http://purl.obolibrary.org/obo/FOODON_03412071,Brassica oleracea L. var. alba DC.,03412071
http://purl.obolibrary.org/obo/FOODON_03412071,Brassica oleracea var. capitata L.,03412071
http://purl.obolibrary.org/obo/FOODON_03412073,amanita rubescens,03412073
http://purl.obolibrary.org/obo/FOODON_03412075,"Lactarius helvus (Fr.) Fr., 1838",03412075
http://purl.obolibrary.org/obo/FOODON_03412076,"Psilocybe semilanceata (Fr.) P. Kumm., 1871",03412076
http://purl.obolibrary.org/obo/FOODON_03412077,Brassica chinensis L.,03412077
http://purl.obolibrary.org/obo/FOODON_03412077,Brassica rapa L. subsp. chinensis (L.) Hanelt,03412077
http://purl.obolibrary.org/obo/FOODON_03412397,Brassica rapa L. subsp. chinensis (L.) Hanelt,03412397
http://purl.obolibrary.org/obo/FOODON_03412077,Brassica rapa subsp. chinensis (L.) Hanelt,03412077
http://purl.obolibrary.org/obo/FOODON_03412087,Lactuca sativa L. var. crispa L.,03412087
http://purl.obolibrary.org/obo/FOODON_03412091,Cucurbita maxima L. (Duch.),03412091
http://purl.obolibrary.org/obo/FOODON_03412091,pumpkin plant,03412091
http://purl.obolibrary.org/obo/FOODON_03412094,"Myocastor coypus (Molina, 1782)",03412094
http://purl.obolibrary.org/obo/FOODON_03412094,"Myocastor coypus Molina, 1782",03412094
http://purl.obolibrary.org/obo/FOODON_03412096,"Equus asinus Linnaeus, 1758",03412096
http://purl.obolibrary.org/obo/FOODON_03412105,Jacquinotia edwardsii,03412105
http://purl.obolibrary.org/obo/FOODON_03412105,"Jacquinotia edwardsii (Jacquinot, 1853)",03412105
http://purl.obolibrary.org/obo/FOODON_03412115,Echinodermata,03412115
http://purl.obolibrary.org/obo/FOODON_03412115,"Echinodermata Klein, 1734",03412115
http://purl.obolibrary.org/obo/FOODON_03412117,"Leucoagaricus leucothites (Vittad.) Wasser, 1977",03412117
http://purl.obolibrary.org/obo/FOODON_03412123,Vitis rotundifolia Michx.,03412123
http://purl.obolibrary.org/obo/FOODON_03412123,Vitis rotundifolia Michx. var. rotundifolia,03412123
http://purl.obolibrary.org/obo/FOODON_03412125,Prunus domestica L.,03412125
http://purl.obolibrary.org/obo/FOODON_03412133,Castanospermum australe A. Cunn. & C. Fraser ex Hook.,03412133
http://purl.obolibrary.org/obo/FOODON_03412133,Castanospermum australe A.Cunn. & C.Fraser ex Hook.,03412133
http://purl.obolibrary.org/obo/FOODON_03412148,Lutjanus inermis,03412148
http://purl.obolibrary.org/obo/FOODON_03412148,"Lutjanus inermis (Peters, 1869)",03412148
http://purl.obolibrary.org/obo/FOODON_03412154,Brachyplatystoma flavicans (Castelnau 1855),03412154
http://purl.obolibrary.org/obo/FOODON_03412156,Argemone mexicana L.,03412156
http://purl.obolibrary.org/obo/FOODON_03412172,Momordica charantia L.,03412172
http://purl.obolibrary.org/obo/FOODON_03412187,"Opsanus Rafinesque, 1818",03412187
http://purl.obolibrary.org/obo/FOODON_03412205,Pleuroncodes monodon,03412205
http://purl.obolibrary.org/obo/FOODON_03412205,Pleuroncodes monodon (H. Milne Edwards 1837),03412205
http://purl.obolibrary.org/obo/FOODON_03412206,Cervimunida johni,03412206
http://purl.obolibrary.org/obo/FOODON_03412206,Cervimunida johni Porter 1903,03412206
http://purl.obolibrary.org/obo/FOODON_03412209,"Lithodidae Samouelle, 1819",03412209
http://purl.obolibrary.org/obo/FOODON_03412214,Portunus trituberculatus (Miers 1876),03412214
http://purl.obolibrary.org/obo/FOODON_03412214,"Portunus trituberculatus (Miers, 1876)",03412214
http://purl.obolibrary.org/obo/FOODON_03412219,Birgus latro (Linnaeus 1767),03412219
http://purl.obolibrary.org/obo/FOODON_03412225,Chionoecetes japonicus,03412225
http://purl.obolibrary.org/obo/FOODON_03412260,"Suillus luteus (L.) Roussel, 1806",03412260
http://purl.obolibrary.org/obo/FOODON_03412261,Paphies subtriangulata,03412261
http://purl.obolibrary.org/obo/FOODON_03412261,Paphies ventricosa,03412261
http://purl.obolibrary.org/obo/FOODON_03412262,Lippia graveolens Kunth,03412262
http://purl.obolibrary.org/obo/FOODON_03412273,Cymbopogon citratus (DC.) Stapf.,03412273
http://purl.obolibrary.org/obo/FOODON_03412274,"Astroscopus guttatus Abbott, 1860",03412274
