url,codigo,nome,nome_ingles,nome_cientifico,grupo,marca,Energia (kJ),Energia (kcal),Umidade (g),Carboidrato total (g),Carboidrato disponível (g),Proteína (g),Lipídios (g),Fibra alimentar (g),Álcool (g),Cinzas (g),Colesterol (mg),Ácidos graxos saturados (g),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos trans (g),Cálcio (mg),Ferro (mg),Sódio (mg),Magnésio (mg),Fósforo (mg),Potássio (mg),Zinco (mg),Cobre (mg),Selênio (mcg),Vitamina A (RE) (mcg),Vitamina A (RAE) (mcg),Vitamina D (mcg),Alfa-tocoferol (Vitamina E) (mg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B6 (mg),Vitamina B12 (mcg),Vitamina C (mg),Equivalente de folato (mcg),Sal de adição (g),Açúcar de adição (g),Colesterol (g),Gordura de adição (g),Proteína animal (g),Proteína vegetal (g)
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1134B,C1134B,"Feijão, broto, refogado, c/ óleo de soja, cebola e alho, c/ sal","Beans, sprouts, braised, with soy oil, onion and garlic, with salt", ,Vegetais e derivados,,183,43,"85,8","8,07","6,07","4,10","1,23","1,99","0,00","0,82",,"0,20","0,27","0,71","0,01","13,9","0,60",129,"15,1","67,4",104,"0,42","0,16","0,70","0,98","0,49","0,00","0,20","0,00","0,02",tr,"0,10","0,00","7,83","38,4","0,00","0,32","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1133B,C1133B,"Feijão, broto, refogado, c/ óleo de soja, cebola e alho, s/ sal","Beans, sprouts, braised, with soy oil, onion and garlic, without salt", ,Vegetais e derivados,,238,57,"86,0","8,12","6,11","4,11","1,31","2,00","0,00","0,51",,"0,21","0,29","0,75","0,01","13,9","0,60","1,37","15,1","67,6",105,"0,43","0,16","0,70","0,98","0,49","0,00","0,21","0,00","0,02","0,00","0,10","0,00","7,86","38,5","0,00","0,00","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0091T,C0091T,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal","Beans, common, cooked (50% beans 50% water), with oil, onion and garlic, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,330,79,"77,7","14,6","7,77","4,69","1,72","6,84","0,00","1,30","0,00","0,28","0,38","1,01","0,01","28,2","1,34",190,"44,2","92,7",276,"0,74","0,20","0,05","0,26","0,13","0,00","0,90","0,04",tr,tr,"0,01","0,00","0,45","94,3","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0090T,C0090T,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal","Beans, common, cooked (50% beans 50% water), with oil, onion and garlic, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,341,81,"77,7","15,2","8,40","4,69","1,72","6,84","0,00","0,67","0,00","0,28","0,38","1,01","0,01","28,1","1,34","1,90","44,2","92,7",276,"0,74","0,20","0,05","0,26","0,13","0,00","0,90","0,04",tr,tr,"0,01","0,00","0,45","94,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0001T,C0001T,"Feijão, carioca, cozido (50% grão e 50% caldo), s/ óleo, s/ sal","Beans, common, cooked - 50% Beans 50% water, without oil and salt",Phaseolus vulgaris L.,Leguminosas e derivados,,297,71,"78,8","15,3","8,20","4,77","0,54","7,06","0,00","0,67","0,00","0,10","0,10","0,30","0,00","28,7","1,39","1,90","45,7","93,7",274,"0,75","0,20","0,02",NA,NA,"0,00","0,78","0,04",tr,tr,tr,"0,00",tr,"98,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0002T,C0002T,"Feijão, carioca, cru","Beans, common, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1288,306,"12,0","60,4","40,0","22,1","1,87","20,4","0,00","3,67","0,00","0,30","0,15","1,34",NA,106,"6,99","0,95",147,367,1361,"2,83","0,76","0,10",NA,NA,"0,00","0,32","0,17",tr,"4,12","0,67","0,00","6,26",521,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0255T,C0255T,"Feijão, carioca, drenado, s/ óleo, c/ sal","Beans, common, cooked, drained, without oil, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,377,89,"12,0","60,4","40,0","22,1","1,87","20,4","0,00","3,67","0,00","0,30","0,15","1,34",NA,106,"6,99",200,147,367,1361,"2,83","0,76","0,10","0,00","0,00","0,00","0,32","0,17",tr,"4,12","0,67","0,00","6,26",521,"0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0254T,C0254T,"Feijão, carioca, drenado, s/ óleo, s/ sal","Beans, common, cooked, drained, without oil, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,1288,306,"12,0","60,4","40,0","22,1","1,87","20,4","0,00","3,67","0,00","0,30","0,15","1,34","0,00",106,"6,99","0,95",147,367,1361,"2,83","0,76","0,10","0,00","0,00","0,00","0,32","0,17",tr,"4,12","0,67","0,00","6,26",521,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0118T,C0118T,"Feijão, fradinho (corda), cozido, drenado, s/ óleo, s/ sal","Beans, black eyed, cooked, drained, without oil, unsalted",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,476,113,"67,3","23,2","14,3","7,57","0,89","8,84","0,00","1,08","0,00","0,26","0,07","0,34","0,00","31,8","1,76","2,90","56,8",134,327,"1,26","0,18","3,34","3,51","1,76","0,00","0,25","0,03","0,01",tr,"0,07","0,00",tr,117,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0004T,C0004T,"Feijão, fradinho (corda), cru","Beans, black eyed, raw",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,1270,302,"12,7","61,9","38,3","20,2","2,37","23,6","0,00","2,88","0,00","0,70","0,20","0,90","0,00","99,9","5,53","10,3",178,399,1165,"3,73","0,70","8,92",NA,NA,"0,00","0,73","0,14","0,03",tr,"0,26","0,00",tr,627,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0100T,C0100T,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal","Beans, black eyed, cooked (50% beans 50% water), with oil, onion and garlic, with salt",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,307,74,"78,9","12,9","5,71","4,99","1,82","7,23","0,00","1,38","0,00","0,38","0,38","1,01","0,01","17,6","1,03",189,"37,0","84,1",255,"2,47","0,51","1,97","2,18","1,09","0,00","0,35","0,12",tr,tr,"0,01","0,00","0,45","89,4","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0099T,C0099T,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal","Beans, black eyed, cooked (50% beans 50% water), with oil, onion and garlic, unsalted",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,318,76,"78,9","13,6","6,34","4,99","1,82","7,23","0,00","0,76","0,00","0,38","0,38","1,01","0,01","17,4","1,03","1,03","37,0","84,1",255,"2,47","0,51","1,97","2,18","1,09","0,00","0,35","0,12",tr,tr,"0,01","0,00","0,45","89,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0003T,C0003T,"Feijão, fradinho, cozido (50% grão e 50% caldo), s/ óleo, sal","Beans, black eyed, cooked, 50% Beanss 50% water, without oil and salt",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,273,65,"80,0","13,5","6,03","5,09","0,64","7,47","0,00","0,75","0,00","0,20","0,10","0,30","0,00","17,5","1,06","0,98","38,1","84,6",252,"2,58","0,53","2,04",NA,NA,"0,00","0,20","0,12",tr,tr,tr,"0,00",tr,"93,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0119T,C0119T,"Feijão, fradinho, cozido, drenado, s/ óleo, c/ sal","Beans, black eyed, cooked, drained, without oil, with salt",Vigna unguiculata (L.) Walp.,Leguminosas e derivados,,473,113,"67,0","23,0","14,3","7,53","0,88","8,79","0,00","1,57","0,00","0,26","0,07","0,34","0,00","31,8","1,75",202,"56,5",134,325,"1,25","0,18","3,33","3,50","1,75","0,00","0,25","0,03","0,01",tr,"0,07","0,00",tr,116,"0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0005T,C0005T,"Feijão, guandu, grão, cru","Beans, pigeonpea, seeds, raw",Cajanus cajan ,Leguminosas e derivados,,1341,318,"10,2","62,6","43,9","21,6","2,09","18,7","0,00","3,53","0,00","0,59","0,20","0,88",tr,119,"3,18","1,64",140,263,1391,"3,24","1,05","11,9",NA,NA,"0,00",NA,"1,08",tr,"2,73","0,07","0,00","1,49",458,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0082T,C0082T,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal","Bean, pigeonpea, seeds, dried, cooked (50% beans 50% water), without oil, with salt",Cajanus cajan ,Leguminosas e derivados,,377,89,"71,9","19,6","13,7","6,76","0,65","5,83","0,00","1,10","0,00","0,18","0,06","0,28",tr,"37,5","1,00",188,"43,9","82,4",391,"1,01","0,33","3,72","0,44","0,22","0,00",NA,"0,25",tr,"0,64","0,02","0,00","0,28","78,7","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0081T,C0081T,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, s/ sal","Bean, pigeonpea, seeds, dried, cooked (50% beans 50% water), without oil, unsalted",Cajanus cajan ,Leguminosas e derivados,,419,99,"71,9","19,6","13,7","6,76","0,65","5,83","0,00","1,10","0,00","0,18","0,06","0,28",tr,"37,4","0,99","0,46","43,9","82,4",391,"1,01","0,33","3,72","0,44","0,22","0,00",NA,"0,25",tr,"0,64","0,02","0,00","0,28","78,7","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0080T,C0080T,"Feijão, guandu, grão, seco, cozido, drenado, s/ óleo, c/ sal","Beans, pigeonpea, seeds, dried, cooked, drained, without oil, with salt",Cajanus cajan ,Leguminosas e derivados,,573,136,"60,9","26,6","18,5","9,41","0,91","8,12","0,00","2,16","0,00","0,26","0,09","0,38",tr,"44,4","1,18",188,"52,0",103,454,"1,27","0,32","5,18","0,61","0,31","0,00",NA,"0,30",tr,"0,77","0,02","0,00","0,39","99,6","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0079T,C0079T,"Feijão, guandu, grão, seco, cozido, drenado, s/ óleo, s/ sal","Beans, pigeonpea, seeds, dried, cooked, drained, without oil, unsalted",Cajanus cajan ,Leguminosas e derivados,,583,138,"60,9","27,2","19,1","9,41","0,91","8,12","0,00","1,53","0,00","0,26","0,09","0,38",tr,"44,2","1,18","0,54","51,9",103,453,"1,27","0,32","5,18","0,61","0,31","0,00",NA,"0,30",tr,"0,77","0,02","0,00","0,39","99,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0006T,C0006T,"Feijão, jalo, cozido (50% grão e 50% caldo), s/ óleo, s/ sal","Beans, flageolet, cooked, 50% Beanss 50% water, without oil and unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,279,67,"75,8","16,5","2,63","6,14","0,51","13,9","0,00","1,01","0,00","0,10","0,10","0,30","0,00","29,4","1,92","0,52","44,1",121,347,"1,01","0,24","0,03",NA,NA,"0,00","0,74","0,13",tr,tr,"0,04","0,00",tr,112,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0007T,C0007T,"Feijão, jalo, cru","Beans, flageolet, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1149,274,"13,5","61,5","31,2","20,1","0,95","30,3","0,00","3,94","0,00","0,30","0,20","0,60",NA,"98,0","7,03","24,6",169,427,1275,"3,01","0,95","0,10",NA,NA,"0,00","0,16","0,10",tr,tr,"0,12","0,00",tr,511,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0196T,C0196T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, charque (jaba, carne seca, carne de sol), c/ óleo, cebola e alho, c/ sal","Beans, black turtle, cooked (50% beans 50% water), with jerked beef, with oil, onion and garlic, with salt", ,Leguminosas e derivados,,508,122,"70,2","11,1","5,05","12,4","4,44","6,00","0,00","1,98","28,4","1,44","1,67","0,96","0,11","24,9","1,91",561,"32,2","90,2",215,"2,83","0,42","1,93",tr,tr,"0,00","0,73","0,06","0,02","0,38","0,00","0,47","0,40","63,8","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0197T,C0197T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, charque (jaba, carne seca, carne de sol), c/ óleo, cebola e alho, s/ sal","Beans, black turtle, cooked (50% beans 50% water), with jerked beef, with oil, onion and garlic, unsalted", ,Leguminosas e derivados,,534,129,"73,3","14,3","7,59","4,05","7,63","6,69","0,00","0,78","0,00","1,18","1,75","4,54","0,04","25,3","1,15","1,87","33,2","83,8",270,"1,40","0,44","2,08",tr,tr,"0,00","0,95","0,07",tr,tr,"0,00","0,00","2,70","64,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0194T,C0194T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, músculo, s/ gordura, c/ óleo, cebola e alho, c/ sal","Beans, black turtle, cooked (50% beans 50% water), with meat beef - shin, without fat, with oil, onion and garlic, with salt", ,Leguminosas e derivados,,426,102,"74,1","10,5","4,48","11,0","3,11","6,00","0,00","1,29","14,0","0,96","1,02","0,89","0,05","22,4","1,64",216,"32,4",108,256,"2,92","0,42","1,93","0,48","0,48","0,07","0,41","0,05",tr,"0,49","0,03","0,34","0,40","63,2","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0195T,C0195T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, músculo, s/ gordura, c/ óleo, cebola e alho, s/ sal","Beans, black turtle, cooked (50% beans 50% water), with meat beef - shin, without fat, with oil, onion and garlic, unsalted", ,Leguminosas e derivados,,432,103,"74,4","10,6","4,54","11,0","3,23","6,02","0,00","0,79","14,0","0,98","1,05","0,96","0,05","22,4","1,64","16,8","32,4",109,257,"2,92","0,42","1,93",tr,tr,"0,07","0,42","0,05",tr,"0,49","0,03","0,34","0,45","63,2","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0108T,C0108T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo e cebola e alho, c/ sal","Beans, black turtle, cooked (50% beans 50% water), with oil, onion and garlic, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,302,73,"78,6","14,0","5,90","4,38","1,71","8,07","0,00","1,39","0,00","0,28","0,37","1,00","0,01","28,4","1,41",189,"38,9","86,8",257,"1,76","0,54","2,59","0,00","0,00","0,00","0,16","0,06",tr,tr,"0,04","0,00","0,45","81,9","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0107T,C0107T,"Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal","Beans, black turtle, cooked (50% beans 50% water), with oil and spices, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,304,73,"79,1","14,1","5,93","4,41","1,72","8,12","0,00","0,77","0,00","0,28","0,38","1,01","0,01","28,4","1,41","1,86","39,2","87,3",258,"1,77","0,54","2,61","0,00","0,00","0,00","0,16","0,06",tr,tr,"0,04","0,00","0,45","82,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0258T,C0258T,"Feijão, preto, cozido (50% grão e 50% caldo), s/ óleo, c/ sal","Beans, pinto, cooked, 50% Beanss 50% water, without oil, with sal",Phaseolus vulgaris L.,Leguminosas e derivados,,257,62,"79,8","13,9","5,57","4,46","0,53","8,36","0,00","1,26","0,00","0,10","0,10","0,30","0,00","29,0","1,46",201,"40,2","87,6",255,"1,84","0,56","2,70","0,00","0,00","0,00","0,00","0,06",tr,tr,"0,03","0,00",tr,"85,6","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0008T,C0008T,"Feijão, preto, cozido (50% grão e 50% caldo), s/ óleo, s/ sal","Beans, black turtle, cooked, 50% Beanss 50% water, without oil and unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,258,62,"80,2","14,0","5,60","4,48","0,54","8,40","0,00","0,76","0,00","0,10","0,10","0,30","0,00","29,0","1,47","1,85","40,4","88,0",256,"1,85","0,56","2,72",NA,NA,"0,00",NA,"0,06",tr,tr,"0,03","0,00",tr,"86,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0275T,C0275T,"Feijão, preto, cozido no vapor, s/ óleo, s/ sal ","Beans, black, steamed, without oil, without salt",Phaseolus vulgaris L.,Leguminosas e derivados,,1123,266,"60,0","40,0","35,0","9,05","1,09","17,0","0,00","1,54","0,00","0,20","0,00","0,61",NA,"58,6","2,97","3,74","81,6",177,517,"3,74","1,13","5,49",109,"60,0","0,00","0,00","0,12",tr,tr,"0,06","0,00",tr,173,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0009T,C0009T,"Feijão, preto, cru","Beans, black turtle, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1240,295,"13,3","59,1","37,6","22,4","1,28","21,5","0,00","3,93","0,00","0,21","0,10","0,83",NA,122,"9,83",tr,141,479,1441,"3,37","0,94","11,9",NA,NA,"0,00","0,19","0,12",tr,"4,68","0,60","0,00","0,00",432,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0184T,C0184T,"Feijão, preto, drenado, s/ óleo, c/ sal","Beans, pinto, cooked, brained, without oil, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,1240,295,"13,3","59,1","37,6","22,4","1,28","21,5","0,00","3,93","0,00","0,21","0,10","0,83","0,00",122,"9,83",199,141,479,1441,"3,37","0,94","11,9","0,00","0,00","0,00","0,19","0,12",tr,"4,69","0,60","0,00","0,00",432,"0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0183T,C0183T,"Feijão, preto, drenado, s/ óleo, s/ sal","Beans, pinto, cooked, brained, without oil, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,1240,295,"13,3","59,1","37,6","22,4","1,28","21,5","0,00","3,93","0,00","0,21","0,10","0,83","0,00",122,"9,83",tr,141,479,1441,"3,37","0,94","11,9","0,00","0,00","0,00","0,19","0,12",tr,"4,69","0,60","0,00","0,00",432,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0010T,C0010T,"Feijão, rajado, cozido (50% grão 50% caldo), s/ óleo, s/ sal","Beans, pinto, cooked, 50% Beanss 50% water, without oil and unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,285,68,"77,9","15,3","5,95","5,54","0,40","9,32","0,00","0,93","0,00","0,10",tr,"0,20","0,00","29,2","1,36","0,69","41,7",112,314,"0,92","0,23","0,03",NA,NA,"0,00","0,58","0,09",tr,tr,"0,04","0,00",tr,102,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0011T,C0011T,"Feijão, rajado, cru","Beans, pinto, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1191,283,"15,0","62,9","38,9","17,3","1,17","24,0","0,00","3,67","0,00","0,40","0,10","0,80",NA,111,"18,6","13,7",169,334,1134,"2,60","0,84","0,10",NA,NA,"0,00","0,20","0,07","0,03",tr,"0,07","0,00",tr,503,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0013T,C0013T,"Feijão, rosinha, cru","Beans, cranberry, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1277,303,"12,0","62,2","41,6","20,9","1,33","20,6","0,00","3,58","0,00","0,60","0,10","0,70",NA,"67,7","5,32","24,1",184,393,1108,"3,98","0,60","0,10",NA,NA,"0,00","0,23","0,16","0,03","3,92",tr,"0,00",tr,521,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0014T,C0014T,"Feijão, roxo, cozido (50% grão e 50% caldo), s/ óleo, s/ sal","Beans, kidney, cooked, 50% Beanss 50% water, without oil, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,233,56,"80,0","12,9","1,39","5,72","0,54","11,5","0,00","0,85","0,00","0,10","0,10","0,30",NA,"22,5","1,41","1,46","34,4",106,268,"1,01","0,22","0,09",NA,NA,"0,00","0,10","0,15",tr,tr,"0,03","0,00",tr,"51,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0015T,C0015T,"Feijão, roxo, cru","Beans, kidney, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1138,272,"12,6","60,0","26,1","22,2","1,24","33,8","0,00","3,97","0,00","0,30","0,20","0,80",NA,120,"6,92","9,76",161,393,1221,"3,29","1,04","0,10",NA,NA,"0,00","0,23","0,26",tr,tr,"0,08","0,00",tr,449,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0029T,C0029T,"Feijão, vermelho, cozido, s/ óleo, s/ sal","Bean, red, cooked, whitout oil and unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,446,106,"66,9","20,4","13,0","8,67","0,50","7,40",NA,"3,50",NA,"0,07","0,04","0,28","0,00","43,7","7,70","2,00",100,142,403,"4,40","1,00",NA,"0,00","0,00","0,00","0,03","0,16","0,06","0,58","0,12","0,00","1,20",130,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0030T,C0030T,"Feijão, vermelho, cru","Beans, red, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1325,314,"11,8","61,2","46,0","22,5","1,06","15,2",NA,"3,50","0,00","0,15","0,08","0,59","0,00",121,"6,69","12,0","76,5",406,1359,"2,74",NA,"3,20","0,00","0,00","0,00","0,21","0,61","0,22","2,11","0,40","0,00","4,50",394,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0364E,C0364E,Feijoada de frutos do mar,Brazilian recipe, ,Pescados e Frutos do mar,,607,145,"70,4","9,55","4,96","13,9","4,49","4,60","0,02","1,51","87,9","1,60","1,44","1,08","0,01","60,0","4,26",369,"38,8",120,331,"1,74","0,42","13,6","0,00","0,00","0,01","1,18","0,07","0,03","1,08","0,14","5,66","8,25","32,4","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0172T,C0172T,"Feijoada vegetariana, c/ sal","Brazilian recipe, with salt", ,Leguminosas e derivados,,209,50,"85,7","9,65","5,18","2,48","1,18","4,47","0,00","0,99","0,00","0,19","0,24","0,67","0,00","19,1","0,74",181,"21,9","48,7",192,"0,84","0,25","1,20","5,34","2,67","0,00","0,43","0,05","0,01","0,12","0,04","0,00","19,4","42,9","0,45","0,00",,,,
